Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Ocupación;Sexo;Periodo;Total
Total Nacional;08 Castilla - La Mancha;45 Toledo;57 Otros trabajadores de los cuidados a las personas;Hombres;2021;280
Total Nacional;08 Castilla - La Mancha;45 Toledo;57 Otros trabajadores de los cuidados a las personas;Mujeres;2022;2.469
Total Nacional;08 Castilla - La Mancha;45 Toledo;57 Otros trabajadores de los cuidados a las personas;Mujeres;2021;2.422
Total Nacional;08 Castilla - La Mancha;45 Toledo;58 Trabajadores de los servicios personales;Total;2022;5.682
Total Nacional;08 Castilla - La Mancha;45 Toledo;58 Trabajadores de los servicios personales;Total;2021;5.791
Total Nacional;08 Castilla - La Mancha;45 Toledo;58 Trabajadores de los servicios personales;Hombres;2022;2.019
Total Nacional;08 Castilla - La Mancha;45 Toledo;58 Trabajadores de los servicios personales;Hombres;2021;2.087
Total Nacional;08 Castilla - La Mancha;45 Toledo;58 Trabajadores de los servicios personales;Mujeres;2022;3.663
Total Nacional;08 Castilla - La Mancha;45 Toledo;58 Trabajadores de los servicios personales;Mujeres;2021;3.704
Total Nacional;08 Castilla - La Mancha;45 Toledo;59 Trabajadores de los servicios de protección y seguridad;Total;2022;8.928
Total Nacional;08 Castilla - La Mancha;45 Toledo;59 Trabajadores de los servicios de protección y seguridad;Total;2021;9.031
Total Nacional;08 Castilla - La Mancha;45 Toledo;59 Trabajadores de los servicios de protección y seguridad;Hombres;2022;7.526
Total Nacional;08 Castilla - La Mancha;45 Toledo;59 Trabajadores de los servicios de protección y seguridad;Hombres;2021;7.638
Total Nacional;08 Castilla - La Mancha;45 Toledo;59 Trabajadores de los servicios de protección y seguridad;Mujeres;2022;1.402
Total Nacional;08 Castilla - La Mancha;45 Toledo;59 Trabajadores de los servicios de protección y seguridad;Mujeres;2021;1.393
Total Nacional;08 Castilla - La Mancha;45 Toledo;61 Trabajadores cualificados en actividades agrícolas;Total;2022;4.178
Total Nacional;08 Castilla - La Mancha;45 Toledo;61 Trabajadores cualificados en actividades agrícolas;Total;2021;3.950
Total Nacional;08 Castilla - La Mancha;45 Toledo;61 Trabajadores cualificados en actividades agrícolas;Hombres;2022;3.004
Total Nacional;08 Castilla - La Mancha;45 Toledo;61 Trabajadores cualificados en actividades agrícolas;Hombres;2021;2.893
Total Nacional;08 Castilla - La Mancha;45 Toledo;61 Trabajadores cualificados en actividades agrícolas;Mujeres;2022;1.174
Total Nacional;08 Castilla - La Mancha;45 Toledo;61 Trabajadores cualificados en actividades agrícolas;Mujeres;2021;1.057
Total Nacional;08 Castilla - La Mancha;45 Toledo;62 Trabajadores cualificados en actividades ganaderas, (incluidas avícolas, apícolas y similares);Total;2022;2.646
Total Nacional;08 Castilla - La Mancha;45 Toledo;62 Trabajadores cualificados en actividades ganaderas, (incluidas avícolas, apícolas y similares);Total;2021;2.651
Total Nacional;08 Castilla - La Mancha;45 Toledo;62 Trabajadores cualificados en actividades ganaderas, (incluidas avícolas, apícolas y similares);Hombres;2022;2.105
Total Nacional;08 Castilla - La Mancha;45 Toledo;62 Trabajadores cualificados en actividades ganaderas, (incluidas avícolas, apícolas y similares);Hombres;2021;2.160
Total Nacional;08 Castilla - La Mancha;45 Toledo;62 Trabajadores cualificados en actividades ganaderas, (incluidas avícolas, apícolas y similares);Mujeres;2022;541
Total Nacional;08 Castilla - La Mancha;45 Toledo;62 Trabajadores cualificados en actividades ganaderas, (incluidas avícolas, apícolas y similares);Mujeres;2021;491
Total Nacional;08 Castilla - La Mancha;45 Toledo;63 Trabajadores cualificados en actividades agropecuarias mixtas;Total;2022;313
Total Nacional;08 Castilla - La Mancha;45 Toledo;63 Trabajadores cualificados en actividades agropecuarias mixtas;Total;2021;315
Total Nacional;08 Castilla - La Mancha;45 Toledo;63 Trabajadores cualificados en actividades agropecuarias mixtas;Hombres;2022;237
Total Nacional;08 Castilla - La Mancha;45 Toledo;63 Trabajadores cualificados en actividades agropecuarias mixtas;Hombres;2021;238
Total Nacional;08 Castilla - La Mancha;45 Toledo;63 Trabajadores cualificados en actividades agropecuarias mixtas;Mujeres;2022;76
Total Nacional;08 Castilla - La Mancha;45 Toledo;63 Trabajadores cualificados en actividades agropecuarias mixtas;Mujeres;2021;77
Total Nacional;08 Castilla - La Mancha;45 Toledo;64 Trabajadores cualificados en actividades forestales, pesqueras y cinegéticas;Total;2022;138
Total Nacional;08 Castilla - La Mancha;45 Toledo;64 Trabajadores cualificados en actividades forestales, pesqueras y cinegéticas;Total;2021;140
Total Nacional;08 Castilla - La Mancha;45 Toledo;64 Trabajadores cualificados en actividades forestales, pesqueras y cinegéticas;Hombres;2022;125
Total Nacional;08 Castilla - La Mancha;45 Toledo;64 Trabajadores cualificados en actividades forestales, pesqueras y cinegéticas;Hombres;2021;130
Total Nacional;08 Castilla - La Mancha;45 Toledo;64 Trabajadores cualificados en actividades forestales, pesqueras y cinegéticas;Mujeres;2022;13
Total Nacional;08 Castilla - La Mancha;45 Toledo;64 Trabajadores cualificados en actividades forestales, pesqueras y cinegéticas;Mujeres;2021;10
Total Nacional;08 Castilla - La Mancha;45 Toledo;71 Trabajadores en obras estructurales de construcción y afines;Total;2022;14.695
Total Nacional;08 Castilla - La Mancha;45 Toledo;71 Trabajadores en obras estructurales de construcción y afines;Total;2021;14.362
Total Nacional;08 Castilla - La Mancha;45 Toledo;71 Trabajadores en obras estructurales de construcción y afines;Hombres;2022;13.696
Total Nacional;08 Castilla - La Mancha;45 Toledo;71 Trabajadores en obras estructurales de construcción y afines;Hombres;2021;13.283
Total Nacional;08 Castilla - La Mancha;45 Toledo;71 Trabajadores en obras estructurales de construcción y afines;Mujeres;2022;999
Total Nacional;08 Castilla - La Mancha;45 Toledo;71 Trabajadores en obras estructurales de construcción y afines;Mujeres;2021;1.079
Total Nacional;08 Castilla - La Mancha;45 Toledo;72 Trabajadores de acabado de construcciones e instalaciones (excepto electricistas), pintores y afines;Total;2022;5.088
Total Nacional;08 Castilla - La Mancha;45 Toledo;72 Trabajadores de acabado de construcciones e instalaciones (excepto electricistas), pintores y afines;Total;2021;5.153
Total Nacional;08 Castilla - La Mancha;45 Toledo;72 Trabajadores de acabado de construcciones e instalaciones (excepto electricistas), pintores y afines;Hombres;2022;4.774
Total Nacional;08 Castilla - La Mancha;45 Toledo;72 Trabajadores de acabado de construcciones e instalaciones (excepto electricistas), pintores y afines;Hombres;2021;4.774
Total Nacional;08 Castilla - La Mancha;45 Toledo;72 Trabajadores de acabado de construcciones e instalaciones (excepto electricistas), pintores y afines;Mujeres;2022;314
Total Nacional;08 Castilla - La Mancha;45 Toledo;72 Trabajadores de acabado de construcciones e instalaciones (excepto electricistas), pintores y afines;Mujeres;2021;379
Total Nacional;08 Castilla - La Mancha;45 Toledo;73 Soldadores, chapistas, montadores de estructuras metálicas, herreros, elaboradores de herramientas y afines;Total;2022;4.296
Total Nacional;08 Castilla - La Mancha;45 Toledo;73 Soldadores, chapistas, montadores de estructuras metálicas, herreros, elaboradores de herramientas y afines;Total;2021;3.987
Total Nacional;08 Castilla - La Mancha;45 Toledo;73 Soldadores, chapistas, montadores de estructuras metálicas, herreros, elaboradores de herramientas y afines;Hombres;2022;4.080
Total Nacional;08 Castilla - La Mancha;45 Toledo;73 Soldadores, chapistas, montadores de estructuras metálicas, herreros, elaboradores de herramientas y afines;Hombres;2021;3.793
Total Nacional;08 Castilla - La Mancha;45 Toledo;73 Soldadores, chapistas, montadores de estructuras metálicas, herreros, elaboradores de herramientas y afines;Mujeres;2022;216
Total Nacional;08 Castilla - La Mancha;45 Toledo;73 Soldadores, chapistas, montadores de estructuras metálicas, herreros, elaboradores de herramientas y afines;Mujeres;2021;194
Total Nacional;08 Castilla - La Mancha;45 Toledo;74 Mecánicos y ajustadores de maquinaria;Total;2022;4.978
Total Nacional;08 Castilla - La Mancha;45 Toledo;74 Mecánicos y ajustadores de maquinaria;Total;2021;4.947
Total Nacional;08 Castilla - La Mancha;45 Toledo;74 Mecánicos y ajustadores de maquinaria;Hombres;2022;4.609
Total Nacional;08 Castilla - La Mancha;45 Toledo;74 Mecánicos y ajustadores de maquinaria;Hombres;2021;4.569
Total Nacional;08 Castilla - La Mancha;45 Toledo;74 Mecánicos y ajustadores de maquinaria;Mujeres;2022;369
Total Nacional;08 Castilla - La Mancha;45 Toledo;74 Mecánicos y ajustadores de maquinaria;Mujeres;2021;378
Total Nacional;08 Castilla - La Mancha;45 Toledo;75 Trabajadores especializados en electricidad y electrotecnología;Total;2022;4.361
Total Nacional;08 Castilla - La Mancha;45 Toledo;75 Trabajadores especializados en electricidad y electrotecnología;Total;2021;4.585
Total Nacional;08 Castilla - La Mancha;45 Toledo;75 Trabajadores especializados en electricidad y electrotecnología;Hombres;2022;4.107
Total Nacional;08 Castilla - La Mancha;45 Toledo;75 Trabajadores especializados en electricidad y electrotecnología;Hombres;2021;4.270
Total Nacional;08 Castilla - La Mancha;45 Toledo;75 Trabajadores especializados en electricidad y electrotecnología;Mujeres;2022;254
Total Nacional;08 Castilla - La Mancha;45 Toledo;75 Trabajadores especializados en electricidad y electrotecnología;Mujeres;2021;315
Total Nacional;08 Castilla - La Mancha;45 Toledo;76 Mecánicos de precisión en metales, ceramistas, vidrieros, artesanos y trabajadores de artes gráficas;Total;2022;1.066
Total Nacional;08 Castilla - La Mancha;45 Toledo;76 Mecánicos de precisión en metales, ceramistas, vidrieros, artesanos y trabajadores de artes gráficas;Total;2021;1.178
Total Nacional;08 Castilla - La Mancha;45 Toledo;76 Mecánicos de precisión en metales, ceramistas, vidrieros, artesanos y trabajadores de artes gráficas;Hombres;2022;784
Total Nacional;08 Castilla - La Mancha;45 Toledo;76 Mecánicos de precisión en metales, ceramistas, vidrieros, artesanos y trabajadores de artes gráficas;Hombres;2021;853
Total Nacional;08 Castilla - La Mancha;45 Toledo;76 Mecánicos de precisión en metales, ceramistas, vidrieros, artesanos y trabajadores de artes gráficas;Mujeres;2022;282
Total Nacional;08 Castilla - La Mancha;45 Toledo;76 Mecánicos de precisión en metales, ceramistas, vidrieros, artesanos y trabajadores de artes gráficas;Mujeres;2021;325
Total Nacional;08 Castilla - La Mancha;45 Toledo;77 Trabajadores de la industria de la alimentación, bebidas y tabaco;Total;2022;4.762
Total Nacional;08 Castilla - La Mancha;45 Toledo;77 Trabajadores de la industria de la alimentación, bebidas y tabaco;Total;2021;4.878
Total Nacional;08 Castilla - La Mancha;45 Toledo;77 Trabajadores de la industria de la alimentación, bebidas y tabaco;Hombres;2022;3.161
Total Nacional;08 Castilla - La Mancha;45 Toledo;77 Trabajadores de la industria de la alimentación, bebidas y tabaco;Hombres;2021;3.256
Total Nacional;08 Castilla - La Mancha;45 Toledo;77 Trabajadores de la industria de la alimentación, bebidas y tabaco;Mujeres;2022;1.601
Total Nacional;08 Castilla - La Mancha;45 Toledo;77 Trabajadores de la industria de la alimentación, bebidas y tabaco;Mujeres;2021;1.622
Total Nacional;08 Castilla - La Mancha;45 Toledo;78 Trabajadores de la madera, textil, confección, piel, cuero, calzado y otros operarios en oficios;Total;2022;3.774
Total Nacional;08 Castilla - La Mancha;45 Toledo;78 Trabajadores de la madera, textil, confección, piel, cuero, calzado y otros operarios en oficios;Total;2021;3.776
Total Nacional;08 Castilla - La Mancha;45 Toledo;78 Trabajadores de la madera, textil, confección, piel, cuero, calzado y otros operarios en oficios;Hombres;2022;2.675
Total Nacional;08 Castilla - La Mancha;45 Toledo;78 Trabajadores de la madera, textil, confección, piel, cuero, calzado y otros operarios en oficios;Hombres;2021;2.647
Total Nacional;08 Castilla - La Mancha;45 Toledo;78 Trabajadores de la madera, textil, confección, piel, cuero, calzado y otros operarios en oficios;Mujeres;2022;1.099
Total Nacional;08 Castilla - La Mancha;45 Toledo;78 Trabajadores de la madera, textil, confección, piel, cuero, calzado y otros operarios en oficios;Mujeres;2021;1.129
Total Nacional;08 Castilla - La Mancha;45 Toledo;81 Operadores de instalaciones y maquinaria fijas;Total;2022;4.747
Total Nacional;08 Castilla - La Mancha;45 Toledo;81 Operadores de instalaciones y maquinaria fijas;Total;2021;4.554
Total Nacional;08 Castilla - La Mancha;45 Toledo;81 Operadores de instalaciones y maquinaria fijas;Hombres;2022;3.139
Total Nacional;08 Castilla - La Mancha;45 Toledo;81 Operadores de instalaciones y maquinaria fijas;Hombres;2021;3.118
Total Nacional;08 Castilla - La Mancha;45 Toledo;81 Operadores de instalaciones y maquinaria fijas;Mujeres;2022;1.608
Total Nacional;08 Castilla - La Mancha;45 Toledo;81 Operadores de instalaciones y maquinaria fijas;Mujeres;2021;1.436
Total Nacional;08 Castilla - La Mancha;45 Toledo;82 Montadores y ensambladores en fábricas;Total;2022;1.226
Total Nacional;08 Castilla - La Mancha;45 Toledo;82 Montadores y ensambladores en fábricas;Total;2021;1.262
Total Nacional;08 Castilla - La Mancha;45 Toledo;82 Montadores y ensambladores en fábricas;Hombres;2022;1.003
Total Nacional;08 Castilla - La Mancha;45 Toledo;82 Montadores y ensambladores en fábricas;Hombres;2021;1.018
Total Nacional;08 Castilla - La Mancha;45 Toledo;82 Montadores y ensambladores en fábricas;Mujeres;2022;223
Total Nacional;08 Castilla - La Mancha;45 Toledo;82 Montadores y ensambladores en fábricas;Mujeres;2021;244
Total Nacional;08 Castilla - La Mancha;45 Toledo;83 Maquinistas de locomotoras, operadores de maquinaria agrícola y de equipos pesados móviles, y marineros;Total;2022;2.852
Total Nacional;08 Castilla - La Mancha;45 Toledo;83 Maquinistas de locomotoras, operadores de maquinaria agrícola y de equipos pesados móviles, y marineros;Total;2021;2.818
Total Nacional;08 Castilla - La Mancha;45 Toledo;83 Maquinistas de locomotoras, operadores de maquinaria agrícola y de equipos pesados móviles, y marineros;Hombres;2022;2.607
Total Nacional;08 Castilla - La Mancha;45 Toledo;83 Maquinistas de locomotoras, operadores de maquinaria agrícola y de equipos pesados móviles, y marineros;Hombres;2021;2.654
Total Nacional;08 Castilla - La Mancha;45 Toledo;83 Maquinistas de locomotoras, operadores de maquinaria agrícola y de equipos pesados móviles, y marineros;Mujeres;2022;245
Total Nacional;08 Castilla - La Mancha;45 Toledo;83 Maquinistas de locomotoras, operadores de maquinaria agrícola y de equipos pesados móviles, y marineros;Mujeres;2021;164
Total Nacional;08 Castilla - La Mancha;45 Toledo;84 Conductores de vehículos para el transporte urbano o por carretera;Total;2022;14.106
Total Nacional;08 Castilla - La Mancha;45 Toledo;84 Conductores de vehículos para el transporte urbano o por carretera;Total;2021;13.551
Total Nacional;08 Castilla - La Mancha;45 Toledo;84 Conductores de vehículos para el transporte urbano o por carretera;Hombres;2022;12.945
Total Nacional;08 Castilla - La Mancha;45 Toledo;84 Conductores de vehículos para el transporte urbano o por carretera;Hombres;2021;12.569
Total Nacional;08 Castilla - La Mancha;45 Toledo;84 Conductores de vehículos para el transporte urbano o por carretera;Mujeres;2022;1.161
Total Nacional;08 Castilla - La Mancha;45 Toledo;84 Conductores de vehículos para el transporte urbano o por carretera;Mujeres;2021;982
